; Europa-Switzerland-Blitzer: Blitzer-unsortiert_NF.asc
; POIs from NaviFriends.com - Release: 27.05.2009
; Send informations about POIs to info@NaviFriends.com
; Free download only from www.NaviFriends.com. Not for sale!
; (C) by NaviFriends.com - free for private use

6.070080,46.208630,"8879|1242 Satigny|Route de Peney"
6.086650,46.224860,"2152|1217 Meyrin|Route De Meyrin"
6.094402,46.184337,"1824|1213 Onex|Route De Loëx"
6.098834,46.179539,"8885|1213 Onex|Chemin Sur-Le-Beau"
6.099414,46.183040,"1815|1213 Onex|Route De Chancy"
6.101562,46.223118,"1802|1216 Meyrin|A1"
6.101721,46.224871,"1812|1215 Meyrin|Route De Pré-Bois"
6.105390,46.162880,"2238|1228 Genf|A1 $0x8280844f$"
6.111190,46.218290,"8883|1220 Les Avanchets|Route de Meyrin"
6.111980,46.218090,"2153|1220 Vernier|Route De Meyrin"
6.113343,46.220554,"8882|1216 Les Avanchets|Avenue Louis-Casaï"
6.114475,46.228263,"1811|1218 Le Grand-Saconnex|Chemin Édouard-Sarasin"
6.115964,46.205670,"1806|1203 Genf|Avenue D'aïre"
6.117229,46.185772,"8887|1213 Lancy|Route Du Pont-Butin"
6.118841,46.190084,"1814|1213 Lancy|Route de Chancy"
6.119879,46.190840,"1816|1213 Lancy|Route De Chancy"
6.120330,46.183180,"8886|1212 Lancy|Route Du Pont-Butin"
6.120610,46.209510,"8877|1203 Genf|Rue De Lyon"
6.120938,46.191634,"1817|1213 Lancy|Route De Chancy"
6.123633,46.219986,"8878|1209 Genf|Chemin Des Crêts"
6.124777,46.187468,"1833|1212 Lancy|Route Du Grand-Lancy"
6.125287,46.167737,"1832|1228 Plan-Les-Ouates|Route Du Camp"
6.125759,46.229941,"8884|1218 Le Grand-Saconnex|Route De Ferney"
6.126887,46.165713,"1803|1228 Plan-Les-Ouates|A1a"
6.128575,46.219840,"1836|1202 Genf|Rue De Moillebeau"
6.130870,46.215780,"1838|1202 Genf|Rue Hoffmann"
6.131617,46.216951,"1805|1202 Genf|Avenue Giuseppe-Motta"
6.133800,46.168080,"2154|1228 Plan-Les-Ouates|Route De Saconnex-D'arve"
6.135980,46.191480,"1830|1227 Genf|Route Des Acacias"
6.137046,46.146797,"2155|1257 Bardonnex|Route D'annecy"
6.138654,46.209216,"1835|1201 Genf|Rue De Lyon"
6.138982,46.192728,"1801|1227 Genf|Quai Du Cheval-Blanc"
6.139116,46.163464,"1813|1256 Troinex|Route D'Annecy"
6.139218,46.203408,"8889|1204 Genf|Rue De L'arquebuse"
6.139240,46.198380,"1804|1205 Genf|Avenue Du Mail"
6.141226,46.216485,"8888|1202 Genf|Rue de Montbrillant"
6.142840,46.220660,"1807|1202 Genf|Avenue De France"
6.143085,46.195096,"1837|1205 Genf|Boulevard Du Pont-D'arve"
6.144846,46.167993,"2156|1256 Troinex|Route De Troinex"
6.145502,46.181095,"1834|1227 Carouge|Route Du Val-D'Arve"
6.146092,46.181340,"2157|1227 Carouge|Route Du Val-D'Arve"
6.147983,46.184848,"1792|1227 Carouge|Route De Veyrier"
6.149638,46.163358,"2158|1256 Troinex|Route De Troinex"
6.149795,46.221067,"2240|1202 Genf|Rue De Lausanne"
6.151829,46.196241,"1831|1206 Genf|Boulevard Des Tranchées"
6.153044,46.163852,"2160|1256 Troinex|Route De Marsillon"
6.154732,46.199269,"1809|1201 Genf|Rue Ferdinand-Hodler"
6.157832,46.205588,"8880|1201 Genf|Quai Gustave-Ador"
6.162004,46.200489,"1808|1201 Genf|Avenue Pictet-de-Rochemont"
6.163372,46.196783,"2161|1201 Genf|Route de Malagnou"
6.165693,46.291834,"1828|1290 Versoix|Route de Suisse"
6.166377,46.196179,"1827|1201 Genf|Route de Malagnou"
6.167431,46.200066,"1818|1201 Genf|Route de Chêne"
6.167853,46.195726,"1826|1201 Genf|Route de Malagnou"
6.168099,46.209802,"1810|1201 Genf|Quai Gustave-Ador"
6.168758,46.200044,"1819|1201 Genf|Route de Chêne"
6.168916,46.195335,"1825|1201 Genf|Route de Malagnou"
6.172904,46.211948,"8881|1223 Cologny|Quai de Cologny"
6.173826,46.184529,"1796|1231 Chêne-Bougeries|Route de Florissant"
6.175019,46.183890,"1795|1231 Chêne-Bougeries|Route De Florissant"
6.177040,46.199183,"1821|1224 Chêne-Bougeries|Route de Chêne"
6.180606,46.198852,"1820|1224 Chêne-Bougeries|Route de Chêne"
6.181880,46.216490,"1823|1223 Cologny|Route De La Capite"
6.182494,46.224260,"2163|1223 Cologny|Quai de Cologny"
6.191230,46.233240,"1829|1223 Cologny|Route de Thonon"
6.202930,46.252210,"1822|1245 Collonge-Bellerive|Route D'hermance"
6.214657,46.264543,"2164|1246 Corsier|Route D'hermance"
6.232850,46.246080,"1891|1252 Meinier|Route De Gy"
6.501092,46.515511,"1897|1110 Morges|A1"
6.591209,46.533355,"8908|1020 Renens|Rue De Lausanne"
6.602060,46.537120,"1877|1008 Prilly|Route De Cossonay"
6.606640,46.539035,"8909|1008 Prilly|Route Du Chasseur"
6.614490,46.528990,"1871|1004 Lausanne|Avenue D'echallens"
6.622026,46.615362,"8866|1042 Assens|Route D'yverdon"
6.633380,46.532970,"1868|1018 Lausanne|Route Aloys-Fauquez"
6.639670,46.517250,"1879|1005 Lausanne|Rue Belle-Fontaine"
6.646528,46.521598,"1870|1005 Lausanne|Avenue de Béthusy"
6.648590,46.536310,"1878|1010 Lausanne|Route De Berne"
6.656270,46.510140,"1869|1009 Pully|Avenue C.-F. Ramuz"
6.657720,46.512390,"1873|1009 Pully|Avenue De Lavaux"
6.660982,46.506649,"1874|1009 Pully|Avenue Des Désertes"
6.662021,46.521676,"1875|1009 Pully|Boulevard De La Forêt"
6.662070,46.511130,"1872|1009 Pully|Avenue De Lavaux"
6.669014,46.506267,"1910|1009 Pully|Route de Vevey"
6.705549,46.570064,"1876|1003 Lausanne|"
6.741720,46.581586,"1896|1081 Montpreveyres|Route de Berne"
6.760548,46.608951,"1919|1088 Ropraz|1"
6.931618,46.990860,"1900|2000 Neuenburg|Avenue Du Premier-Mars"
6.936820,46.993440,"1901|2000 Neuchâtel|Avenue Du Premier-Mars"
7.013484,46.867290,"1797|1564 Domdidier|Vy-D'Avenches"
7.349604,46.891911,"8927|3174 Köniz|Talstraße"
7.394640,46.947780,"1770|3027 Bern|Bethlehemstraße"
7.419609,46.952725,"1777|3011 Bern|"
7.424661,46.954891,"1774|3012 Bern|Tannenweg"
7.429620,46.944620,"1780|3007 Bern|12-Schwarztorstraße"
7.429810,46.954940,"1786|3012 Bern|Neufeldstraße"
7.435370,46.943280,"1776|3007 Bern|Schwarztorstraße"
7.438840,46.947470,"1769|3011 Bern|1-Bubenbergplatz"
7.441845,46.950524,"1781|3011 Bern|Speichergasse"
7.447207,46.939979,"1772|3011 Bern|Kirchenfeldstraße"
7.452690,46.954250,"1783|3013 Bern|Viktoriastraße"
7.454528,46.963106,"1782|3011 Bern|Standstraße"
7.459360,46.953390,"1778|3013 Bern|Papiermühlestraße"
7.463902,46.965351,"1784|3011 Bern|Winkelriedstraße"
7.467480,46.965037,"1785|3011 Bern|Wankdorfplatz"
7.476086,46.963012,"1779|3006 Bern|Schermenweg"
8.642219,46.743242,"2192|6482 Gurtnellen|A2"
8.943653,45.997078,"1884|6900 Lugano|Via Clemente Maraini"
8.945190,46.006310,"1883|6900 Lugano|Via Romeo Manzoni"
8.946770,46.006686,"1885|6900 Lugano|Via Clemente Maraini"
8.951290,46.010910,"1887|6900 Lugano|Via Zurigo"
8.954186,46.007335,"1886|6900 Lugano|Via Gian Battista Pioda"
8.956280,46.014410,"1882|6900 Lugano|Via Giuseppe Bagutti"
